deaths_civilians,latitude,longitude,year,country
1,9.39334,42.00967,2015,Ethiopia
1,31.344444,34.303056,2014,Israel
1,10.16202,-68.00765,1994,Venezuela
1,22.999322,85.420677,2015,India
1,24.062754,86.050895,2015,India
1,31.621389,35.102222,2007,Israel
1,4.316667,17.466667,2014,Central African Republic
1,7.1,16.933332999999998,2014,Central African Republic
1,4.316667,17.466667,2014,Central African Republic
1,4.316667,17.466667,2014,Central African Republic
1,18.442514000000003,81.1846,2015,India
1,4.316667,17.466667,2014,Central African Republic
1,35.944583,68.715122,2016,Afghanistan
1,4.316667,17.466667,2014,Central African Republic
1,24.223897,84.6511,2015,India
1,18.138242,81.295204,2015,India
1,4.316667,17.466667,2014,Central African Republic
1,4.316667,17.466667,2014,Central African Republic
1,31.456782,34.442396,2009,Israel
1,18.987913,81.264888,2015,India
1,31.416666999999997,34.55,2014,Israel
1,18.700193,80.997489,2015,India
1,27.434490000000004,82.40281,2015,India
1,31.700175,35.111215,2009,Israel
1,5.733333,19.083333,2014,Central African Republic
1,4.490458,18.527461,2014,Central African Republic
1,18.586344,81.411766,2015,India
1,32.126436,35.343561,2009,Israel
1,31.516666999999998,34.45,2009,Israel
1,34.003018,71.380729,2014,Pakistan
1,4.010796,-75.60493000000001,2002,Colombia
1,19.622648,83.338809,2015,India
1,7.462961999999999,16.501870999999998,2014,Central African Republic
1,8.416667,20.666667,2014,Central African Republic
1,7.024661,39.032214,2016,Ethiopia
1,20.833000000000002,85.1,2015,India
1,31.344444,34.303056,2002,Israel
1,31.516666999999998,34.45,2002,Israel
1,31.775,35.298056,2009,Israel
1,18.394752,81.661966,2015,India
1,34.349990999999996,62.200001,2014,Afghanistan
1,34.564444,69.21722199999999,2014,Afghanistan
1,23.75,84.4,2015,India
1,23.128648000000002,84.249633,2015,India
1,22.614783,85.53258100000001,2015,India
1,22.932126999999998,84.991119,2015,India
1,23.75,85.5,2015,India
1,31.516666999999998,34.45,2014,Israel
1,14.416666000000001,25.15,2014,Sudan
1,9.083333,36.55,2016,Ethiopia
1,24.656111,84.585571,2015,India
1,12.64626,25.264147,2014,Sudan
1,18.832973000000003,80.77655,2015,India
1,23.7,98.75,2015,Myanmar (Burma)
1,31.421728,34.417656,2008,Israel
1,18.788244,81.677639,2015,India
1,31.579996,64.37739599999999,2014,Afghanistan
1,18.394752,81.661966,2015,India
1,18.49996,81.37964000000001,2015,India
1,36.704066999999995,68.84689300000001,2014,Afghanistan
1,17.817766,81.381141,2015,India
1,32.009575,75.203159,2016,India
1,18.789447,80.521514,2015,India
1,34.428844,70.45575,2014,Afghanistan
1,32.495924,67.39420799999999,2014,Afghanistan
1,36.75,67.0,2014,Afghanistan
1,31.483332,34.532784,2008,Israel
1,31.31022,34.402506,2008,Israel
1,31.522778000000002,34.595278,2008,Israel
1,31.066667,35.033333,2008,Israel
1,7.75,39.5,2016,Ethiopia
1,31.421728,34.417656,2008,Israel
1,55.7558,37.6173,1993,Russia (Soviet Union)
1,4.08861,-74.4775,2002,Colombia
1,9.083333,36.55,2016,Ethiopia
1,32.5216,67.4156,2016,Afghanistan
1,10.329444,-75.411367,2002,Colombia
1,43.318000000000005,45.6982,1995,Russia (Soviet Union)
1,2.066667,45.366667,2015,Somalia
1,15.354722,44.206666999999996,2014,Yemen (North Yemen)
1,55.7558,37.6173,1992,Russia (Soviet Union)
1,43.0206,44.6819,2004,Russia (Soviet Union)
1,43.2911,45.3014,2001,Russia (Soviet Union)
1,2.1836740000000003,-73.784847,2002,Colombia
1,2.016265,-75.677102,2002,Colombia
1,32.171389000000005,34.908333,2001,Israel
1,4.94,15.87,2014,Central African Republic
1,33.674444,44.395833,2015,Iraq
1,31.55,34.5,2001,Israel
1,43.2917,45.8724,2001,Russia (Soviet Union)
1,32.6206,65.8607,2014,Afghanistan
1,34.95,71.133333,2014,Afghanistan
1,34.531094,69.162796,2016,Afghanistan
1,32.219919,35.26362,2005,Israel
1,31.344444,34.303056,2005,Israel
1,1.321389,30.202221999999995,2015,DR Congo (Zaire)
1,4.142002,-73.626645,2002,Colombia
1,5.3486199999999995,-73.90168,2002,Colombia
1,31.493056,35.080833,2005,Israel
1,8.609169999999999,38.23534,2015,Ethiopia
1,43.202,46.0879,2001,Russia (Soviet Union)
1,42.872,45.6873,2001,Russia (Soviet Union)
1,36.7221,68.7811,2014,Afghanistan
1,8.609169999999999,38.23534,2015,Ethiopia
1,36.902592999999996,66.211697,2014,Afghanistan
1,34.612839,61.164678,2014,Afghanistan
1,8.609169999999999,38.23534,2015,Ethiopia
1,32.310367,35.028628000000005,2001,Israel
1,43.318000000000005,45.6982,1995,Russia (Soviet Union)
1,32.28586,35.022511,2004,Israel
1,2.654722,-75.992778,2002,Colombia
1,43.3058,45.7477,1994,Russia (Soviet Union)
1,8.609169999999999,38.23534,2015,Ethiopia
1,31.666666999999997,34.566666999999995,1996,Israel
1,31.128659999999996,33.797117,2015,Egypt
1,35.486038,43.240801,2016,Iraq
1,31.783333000000002,35.216667,1998,Israel
1,43.1117,45.9901,2001,Russia (Soviet Union)
1,32.219919,35.26362,2000,Israel
1,12.366667,23.133333,2014,Sudan
1,11.948299,24.947408,2014,Sudan
1,31.600696999999997,64.33329,2015,Afghanistan
1,31.692742,35.166441999999996,2001,Israel
1,34.531094,69.162796,2015,Afghanistan
1,4.649178,-74.062827,2002,Colombia
1,31.474721999999996,34.473611,2001,Israel
1,32.219919,35.26362,2001,Israel
1,8.609169999999999,38.23534,2015,Ethiopia
1,11.948299,24.947408,2015,Sudan
1,-2.0333330000000003,40.783333,2015,Kenya
1,2.15,45.116667,2015,Somalia
1,16.0,25.5,2015,Sudan
1,31.349290999999997,34.293358000000005,2001,Israel
1,31.474721999999996,34.473611,2001,Israel
1,8.609169999999999,38.23534,2015,Ethiopia
1,2.15,45.116667,2015,Somalia
1,30.183333,67.0,2014,Pakistan
1,-2.84333,29.505,2015,Burundi
1,31.549721999999996,74.343611,2014,Pakistan
1,4.94,15.87,2014,Central African Republic
1,31.835,35.261944,2001,Israel
1,43.2917,45.8724,2001,Russia (Soviet Union)
1,43.2917,45.8724,2001,Russia (Soviet Union)
1,33.173301,43.862929,2016,Iraq
1,32.459433000000004,35.300857,2006,Israel
1,31.53639,34.494541,2014,Israel
1,31.535297999999997,34.535787,2006,Israel
1,2.36963,-76.71061999999999,2002,Colombia
1,31.287004,34.259525,2014,Israel
1,9.083333,40.866667,2016,Ethiopia
1,31.287004,34.259525,2006,Israel
1,10.81667,12.41667,2015,Nigeria
1,6.015,121.105278,2016,Philippines
1,32.25929,35.324556,2006,Israel
1,9.593060000000001,41.86611,2016,Ethiopia
1,31.884721999999996,35.071667,2006,Israel
1,32.874153,35.382118,2006,Israel
1,2.066667,45.366667,2015,Somalia
1,9.13948,37.850159999999995,2016,Ethiopia
1,2.36963,-76.71061999999999,2002,Colombia
1,55.7558,37.6173,1993,Russia (Soviet Union)
1,55.7558,37.6173,1993,Russia (Soviet Union)
1,31.474721999999996,34.473611,2006,Israel
1,0.07222200000000001,42.750556,2015,Somalia
1,31.424485999999998,34.422678999999995,2006,Israel
1,43.1276,45.5406,2000,Russia (Soviet Union)
1,31.5272,34.483471,2014,Israel
1,55.7558,37.6173,1993,Russia (Soviet Union)
1,42.872,45.6873,2000,Russia (Soviet Union)
1,43.3058,45.7477,2000,Russia (Soviet Union)
1,33.44716,35.327969,2006,Lebanon
1,9.13948,37.850159999999995,2016,Ethiopia
1,33.147774,35.341157,2006,Lebanon
1,9.593060000000001,41.86611,2016,Ethiopia
1,37.4025,40.956111,2016,Turkey
1,9.083333,40.866667,2016,Ethiopia
1,32.459433000000004,35.300857,2005,Israel
1,9.13948,37.850159999999995,2016,Ethiopia
1,31.287004,34.231076,2005,Israel
1,32.8967,68.6152,2014,Afghanistan
1,31.546397,34.495142,2005,Israel
1,32.176320000000004,35.05836,2005,Israel
1,9.083333,36.55,2016,Ethiopia
1,31.417478999999997,34.35014,2005,Israel
1,31.344444,34.303056,2005,Israel
1,9.083333,40.866667,2016,Ethiopia
1,36.265488,68.016388,2016,Afghanistan
1,41.10925,45.05658,2015,Armenia
1,40.94276,45.437940000000005,2015,Armenia
1,9.083333,40.866667,2016,Ethiopia
1,31.287004,34.259525,2005,Israel
1,43.123000000000005,45.7415,2001,Russia (Soviet Union)
1,32.206406,35.286583,2005,Israel
1,9.083333,36.55,2016,Ethiopia
1,1.2383680000000001,30.0331,2015,DR Congo (Zaire)
1,31.287004,34.259525,2005,Israel
1,6.25,37.0,2016,Ethiopia
1,34.3411,63.5645,2014,Afghanistan
1,31.287004,34.259525,2005,Israel
1,7.0,39.983333,2016,Ethiopia
1,30.987916,66.169753,2014,Afghanistan
1,1.2383680000000001,30.0331,2015,DR Congo (Zaire)
1,31.373890999999997,34.340847,2005,Israel
1,5.80321,14.830869,2015,Central African Republic
1,2.066667,45.366667,2015,Somalia
1,31.314444,34.2675,2005,Israel
1,-2.269248,40.899148,2014,Kenya
1,31.287004,34.259525,2005,Israel
1,31.654721999999996,35.127778,2014,Israel
1,31.356666999999998,34.275,2005,Israel
1,15.588056,32.534167,2014,Sudan
1,35.917320000000004,64.78475999999999,2014,Afghanistan
1,2.066667,45.366667,2015,Somalia
1,27.484634999999997,-99.52210600000001,2006,Mexico
1,39.208889,48.497222,1989,Russia (Soviet Union)
1,16.0,25.5,2015,Sudan
1,11.5376,30.3305,2016,Sudan
1,23.705275,98.03429399999999,2016,Myanmar (Burma)
1,3.4666669999999997,29.333334000000004,2015,DR Congo (Zaire)
1,34.861777000000004,71.228891,2016,Afghanistan
1,5.000026999999999,23.909710999999998,2015,Central African Republic
1,33.845177,74.28499599999999,2015,India
1,-8.9,-76.0,1996,Peru
1,32.913717,35.296089,2006,Israel
1,13.5,24.9,2015,Sudan
1,12.05,22.69,2015,Sudan
1,21.014785,97.251423,2015,Myanmar (Burma)
1,36.75,4.25,2015,Algeria
1,41.064721999999996,45.0575,1991,Russia (Soviet Union)
1,12.077778,24.925,2015,Sudan
1,36.972465,69.16328399999999,2016,Afghanistan
1,10.76416,13.128348,2016,Nigeria
1,54.683333,25.283333,1991,Russia (Soviet Union)
1,33.729618,75.108563,2014,India
1,56.948889,24.106389,1991,Russia (Soviet Union)
1,11.3045,34.305,2015,Sudan
1,8.827778,125.099722,2016,Philippines
1,33.706088,74.844238,2014,India
1,33.877582000000004,75.04265500000001,2014,India
1,31.287004,34.231076,2008,Israel
1,33.924686,75.026443,2014,India
1,21.841002,80.127174,2016,India
1,34.274824,74.475391,2014,India
1,42.8415,45.7043,2007,Russia (Soviet Union)
1,15.354722,44.206666999999996,2016,Yemen (North Yemen)
1,31.516666999999998,34.45,2014,Israel
1,34.274824,74.475391,2015,India
1,18.54301,82.976791,2015,India
1,3.9974160000000003,28.321113,2015,DR Congo (Zaire)
1,31.8415,66.3515,2014,Afghanistan
1,46.833333,29.483333000000002,1992,Moldova
1,0.69782,29.518629999999998,2015,DR Congo (Zaire)
1,31.417478999999997,34.35014,2002,Israel
1,34.016667,71.583333,2014,Pakistan
1,6.232778,-75.336111,2002,Colombia
1,4.5833330000000005,23.583333,2015,DR Congo (Zaire)
1,31.287004,34.259525,2014,Israel
1,9.13948,37.850159999999995,2016,Ethiopia
1,7.024661,39.032214,2016,Ethiopia
1,9.216667,42.333333,2016,Ethiopia
1,4.5833330000000005,23.583333,2015,DR Congo (Zaire)
1,13.148786,24.743967,2015,Sudan
1,-12.07757,-74.87127,1989,Peru
1,12.89457,24.58878,2015,Sudan
1,34.080399,74.82338299999999,2014,India
1,5.316669999999999,39.58333,2016,Ethiopia
1,9.172830000000001,35.05279,2016,Ethiopia
1,13.016667,25.25,2015,Sudan
1,-12.043333,-77.02833299999999,1997,Peru
1,13.287451999999998,24.647945,2015,Sudan
1,33.989289,74.93021,2014,India
1,34.316517,74.452049,2014,India
1,33.780102,75.117092,2014,India
1,-8.833333,13.333332999999998,2016,Angola
1,12.5,24.283333,2015,Sudan
1,31.546397,34.495142,2014,Israel
1,31.516666999999998,34.45,2014,Israel
1,32.165278,34.845833,2002,Israel
1,33.494364000000004,74.131355,2015,India
1,31.816667,70.916667,2016,Pakistan
1,34.306732000000004,70.395676,2014,Afghanistan
1,42.961999999999996,46.9778,2012,Russia (Soviet Union)
1,4.0668489999999995,28.674952,2015,DR Congo (Zaire)
1,0.69782,29.518629999999998,2015,DR Congo (Zaire)
1,-12.043333,-77.02833299999999,1993,Peru
1,43.318000000000005,45.6982,2011,Russia (Soviet Union)
1,-6.033333,-76.966667,1993,Peru
1,0.69782,29.518629999999998,2015,DR Congo (Zaire)
1,33.796232,75.011604,2016,India
1,43.6621,43.943999999999996,2011,Russia (Soviet Union)
1,11.51,34.157,2015,Sudan
1,15.354722,44.206666999999996,2016,Yemen (North Yemen)
1,34.008827000000004,64.64109,2014,Afghanistan
1,34.170479,71.83855600000001,2014,Pakistan
1,42.9849,47.5046,2011,Russia (Soviet Union)
1,23.480995,84.491294,2016,India
1,-12.043333,-77.02833299999999,1993,Peru
1,18.797604,82.486953,2016,India
1,18.064,97.445,2015,Myanmar (Burma)
1,32.304722,69.570278,2015,Pakistan
1,34.6482,70.8917,2014,Afghanistan
1,37.340709000000004,69.570513,2014,Afghanistan
1,6.0,26.0,2014,Central African Republic
1,-0.666667,28.75,2014,DR Congo (Zaire)
1,-12.043333,-77.02833299999999,1992,Peru
1,3.0,42.0,2015,Somalia
1,0.420863,29.562952000000003,2015,DR Congo (Zaire)
1,3.4152,42.1417,2015,Somalia
1,-12.043333,-77.02833299999999,1992,Peru
1,26.541314,90.90965200000001,2014,India
1,-12.043333,-77.02833299999999,1992,Peru
1,3.7,27.866666,2015,DR Congo (Zaire)
1,3.4232,41.735699,2015,Somalia
1,2.066667,45.366667,2015,Somalia
1,45.5407,38.7864,2011,Russia (Soviet Union)
1,-7.9667699999999995,-78.20136,1993,Peru
1,33.588190000000004,74.86057,2016,India
1,6.006944,121.118055,2016,Philippines
1,19.403113,80.00815899999999,2016,India
1,36.696798,65.645765,2014,Afghanistan
1,31.534679999999998,64.240222,2014,Afghanistan
1,26.552956,92.201525,2014,India
1,4.366667,18.583333,2013,Central African Republic
1,4.366667,18.583333,2013,Central African Republic
1,4.366667,18.583333,2014,Central African Republic
1,4.366667,18.583333,2014,Central African Republic
1,15.354722,44.206666999999996,2016,Yemen (North Yemen)
1,2.066667,45.366667,2015,Somalia
1,26.634217,90.38186400000001,2014,India
1,42.7347,47.0886,2012,Russia (Soviet Union)
1,32.47,74.9,2015,India
1,42.5616,46.1739,2012,Russia (Soviet Union)
1,34.286439,74.509822,2016,India
1,7.523636,23.222372,2015,Central African Republic
1,0.817725,29.605320000000003,2015,DR Congo (Zaire)
1,34.478586,74.115123,2016,India
1,42.9849,47.5046,2012,Russia (Soviet Union)
1,4.366667,18.583333,2013,Central African Republic
1,11.948299,24.947408,2015,Sudan
1,25.212348000000002,86.570537,2016,India
1,4.366667,18.583333,2013,Central African Republic
1,4.366667,18.583333,2013,Central African Republic
1,55.7558,37.6173,2012,Russia (Soviet Union)
1,42.9849,47.5046,2012,Russia (Soviet Union)
1,33.079027,75.293748,2016,India
1,4.649178,-74.062827,2002,Colombia
1,35.821369,64.765051,2014,Afghanistan
1,10.74025,13.21742,2016,Nigeria
1,42.9849,47.5046,2012,Russia (Soviet Union)
1,18.797604,82.486953,2016,India
1,32.787211,74.57345500000001,2015,India
1,32.880953000000005,74.699188,2015,India
1,24.899167000000002,91.871944,2015,Bangladesh
1,12.89457,24.58878,2015,Sudan
1,2.066667,45.366667,2015,Somalia
1,23.723056,90.408611,2015,Bangladesh
1,23.723056,90.408611,2015,Bangladesh
1,-12.202523,-74.484199,2007,Peru
1,31.344167,34.277221999999995,2002,Israel
1,32.997793,66.690348,2014,Afghanistan
1,6.769722,47.430833,2015,Somalia
1,2.066667,45.366667,2015,Somalia
1,23.0925,97.401111,2015,Myanmar (Burma)
1,20.875369,92.529996,2015,Myanmar (Burma)
1,21.906598000000002,98.365374,2015,Myanmar (Burma)
1,36.270451,43.691426,2014,Iraq
1,2.066667,45.366667,2015,Somalia
1,31.546397,34.495142,2002,Israel
1,23.979167,97.90472199999999,2015,Myanmar (Burma)
1,9.13948,37.850159999999995,2016,Ethiopia
1,23.723056,90.408611,2015,Bangladesh
1,7.024661,39.032214,2016,Ethiopia
1,9.172830000000001,35.05279,2016,Ethiopia
1,2.066667,45.366667,2015,Somalia
1,2.066667,45.366667,2015,Somalia
1,2.066667,45.366667,2015,Somalia
1,9.083333,36.55,2016,Ethiopia
1,11.284722,49.1825,2015,Somalia
1,2.066667,45.366667,2015,Somalia
1,7.110957000000001,-75.551523,2002,Colombia
1,7.024661,39.032214,2016,Ethiopia
1,9.13948,37.850159999999995,2016,Ethiopia
1,9.083333,36.55,2016,Ethiopia
1,9.216667,42.333333,2016,Ethiopia
1,20.4475,99.880833,2015,Myanmar (Burma)
1,32.473405,35.168507,2002,Israel
1,2.166667,26.333333000000003,2014,DR Congo (Zaire)
1,18.582722,82.10571999999999,2015,India
1,35.266478,71.540722,2014,Afghanistan
1,20.216007,83.513622,2015,India
1,18.138398000000002,82.234889,2015,India
1,18.051787,81.761093,2015,India
1,18.258428,82.084949,2015,India
1,18.479504000000002,82.241065,2015,India
1,18.582722,82.10571999999999,2015,India
1,18.582722,82.10571999999999,2015,India
1,31.783333000000002,35.216667,2011,Israel
1,34.5,62.0,2014,Afghanistan
1,18.295306,82.156063,2015,India
1,34.531094,69.162796,2014,Afghanistan
1,34.205205,71.00712,2014,Afghanistan
1,9.233333,29.833333000000003,2014,South Sudan
1,2.066667,45.366667,2015,Somalia
1,20.925,97.563889,2015,Myanmar (Burma)
1,34.998476000000004,71.081975,2014,Afghanistan
1,34.87455,71.146812,2014,Afghanistan
1,20.617168,82.999362,2015,India
1,18.375072,82.184574,2015,India
1,18.471875,82.184574,2015,India
1,26.0,97.5,2015,Myanmar (Burma)
1,23.7,98.75,2015,Myanmar (Burma)
1,16.593757999999998,98.228229,2015,Myanmar (Burma)
1,4.529939,47.141081,2015,Somalia
1,23.306510999999997,98.182546,2015,Myanmar (Burma)
1,5.0,-74.166667,2002,Colombia
1,0.0,25.0,2014,DR Congo (Zaire)
1,3.9074169999999997,28.375776000000002,2014,DR Congo (Zaire)
1,2.1525,-74.788889,2002,Colombia
1,24.73,88.2,2006,Bangladesh
1,9.172830000000001,35.05279,2016,Ethiopia
1,-12.0,-73.0,2014,Peru
1,0.756528,29.644278000000003,2015,DR Congo (Zaire)
1,32.443325,74.56817,2014,Pakistan
1,0.7290399999999999,29.553221,2015,DR Congo (Zaire)
1,9.083333,40.866667,2016,Ethiopia
1,34.119784,73.99168,2014,India
1,33.850684,75.043193,2014,India
1,32.477177000000005,74.825412,2014,India
1,33.783257,74.887496,2014,India
1,46.833333,29.483333000000002,1992,Moldova
1,36.8246,70.8128,2014,Afghanistan
1,10.28969,11.16729,2015,Nigeria
1,32.5216,67.4156,2014,Afghanistan
1,25.523056,96.711667,2015,Myanmar (Burma)
1,-11.379719999999999,-75.75389,1989,Peru
1,9.13948,37.850159999999995,2016,Ethiopia
1,0.69782,29.518629999999998,2015,DR Congo (Zaire)
1,17.997814,82.283622,2016,India
1,9.216667,42.333333,2016,Ethiopia
1,32.457339000000005,75.156471,2015,India
1,34.080399,74.82338299999999,2015,India
1,34.274824,74.475391,2015,India
1,34.274824,74.475391,2015,India
1,7.024661,39.032214,2016,Ethiopia
1,9.216667,42.333333,2016,Ethiopia
1,9.216667,42.333333,2016,Ethiopia
1,9.083333,40.866667,2016,Ethiopia
1,34.274824,74.475391,2015,India
1,33.850901,74.319953,2014,India
1,33.985119,71.557837,2014,Pakistan
1,33.728949,75.07140799999999,2015,India
1,33.892075,74.90436899999999,2015,India
1,34.080399,74.82338299999999,2015,India
1,9.083333,36.55,2016,Ethiopia
1,9.13948,37.850159999999995,2016,Ethiopia
1,47.0,29.5,1992,Moldova
1,9.172830000000001,35.05279,2016,Ethiopia
1,33.978611,44.936944,2016,Iraq
1,46.865007,29.476387,1992,Moldova
1,23.723056,90.408611,2015,Bangladesh
1,47.0,29.5,1992,Moldova
1,25.77423,89.42038000000001,2015,Bangladesh
1,-12.043333,-77.02833299999999,1989,Peru
1,20.15,92.9,2015,Myanmar (Burma)
1,9.13948,37.850159999999995,2016,Ethiopia
1,23.723056,90.408611,2015,Bangladesh
1,47.0,29.5,1992,Moldova
1,25.676779999999997,-100.25646,2012,Mexico
1,-14.018889999999999,-75.75806,1989,Peru
1,23.723056,90.408611,2015,Bangladesh
1,25.00146,89.32266,2015,Bangladesh
1,-13.158779999999998,-74.22321,1993,Peru
1,-12.06513,-75.20486,1989,Peru
1,33.423992,68.41879300000001,2015,Afghanistan
1,25.77423,89.42038000000001,2015,Bangladesh
1,46.833333,29.483333000000002,1992,Moldova
1,23.690225,98.76504200000001,2015,Myanmar (Burma)
1,23.306510999999997,98.182546,2015,Myanmar (Burma)
1,13.287451999999998,24.647945,2015,Sudan
1,25.616667,96.31666700000001,2015,Myanmar (Burma)
1,12.05,24.883333,2015,Sudan
1,32.07163,35.063928999999995,2002,Israel
1,20.812943,97.455961,2015,Myanmar (Burma)
1,-12.7,-74.4,1989,Peru
1,12.89457,24.58878,2015,Sudan
1,13.132279999999998,24.280820000000002,2015,Sudan
1,9.172830000000001,35.05279,2016,Ethiopia
1,8.12923,-63.540859999999995,1994,Venezuela
1,32.409553,35.280881,1990,Israel
1,10.246939999999999,-67.59583,1994,Venezuela
1,34.879089,69.66798399999999,2016,Afghanistan
1,31.072875,65.158015,2011,Afghanistan
1,31.640454,65.397591,2011,Afghanistan
1,31.611795,65.705795,2011,Afghanistan
1,18.843220000000002,80.7761,2016,India
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,36.335,43.118889,2016,Iraq
1,18.721870000000003,-96.66288,2014,Mexico
1,6.32,19.08,2014,Central African Republic
1,40.163016999999996,43.479393,1993,Turkey
1,14.933329999999998,-91.91667,1996,Guatemala
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,35.486038,43.240801,2016,Iraq
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,39.083333,39.5,1995,Turkey
1,7.300818,18.283269,2014,Central African Republic
1,2.583333,-75.45,1999,Colombia
1,14.933329999999998,-91.9,1990,Guatemala
1,14.9,-91.95,1992,Guatemala
1,26.0,93.0,2014,India
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,4.366667,18.583333,2014,Central African Republic
1,4.449408999999999,18.535682,2014,Central African Republic
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,14.87018,-92.07715999999999,1989,Guatemala
1,3.43062,15.86704,2014,Central African Republic
1,5.7652779999999995,20.674167,2014,Central African Republic
1,34.87455,71.146812,2011,Afghanistan
1,4.449408999999999,18.535682,2014,Central African Republic
1,6.983333,19.183332999999998,2014,Central African Republic
1,3.188974,16.123884,2014,Central African Republic
1,5.3997839999999995,26.486881,2012,Central African Republic
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,6.983333,19.183332999999998,2014,Central African Republic
1,4.14369,96.12810999999999,2003,Indonesia
1,34.663769,70.20739,2011,Afghanistan
1,35.024,63.28,2011,Afghanistan
1,3.1333330000000004,97.45,2003,Indonesia
1,14.594710000000001,-91.14659,1990,Guatemala
1,4.409453,96.30931600000001,2004,Indonesia
1,5.55,95.31666700000001,2004,Indonesia
1,4.730557,97.873559,2004,Indonesia
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,43.85,18.383333,1993,Bosnia-Herzegovina
1,35.838328999999995,65.906624,2016,Afghanistan
1,-8.44,25.84,2002,DR Congo (Zaire)
1,-8.44,25.84,2002,DR Congo (Zaire)
1,6.835066,101.390727,2016,Thailand
1,-8.44,25.84,2003,DR Congo (Zaire)
1,14.603079999999999,-91.22768,1989,Guatemala
1,14.603079999999999,-91.22768,1989,Guatemala
1,35.917320000000004,64.78475999999999,2011,Afghanistan
1,14.133329999999999,-90.53333,1991,Guatemala
1,32.83333,66.0,2011,Afghanistan
1,43.85,18.383333,1994,Bosnia-Herzegovina
1,43.85,18.383333,1994,Bosnia-Herzegovina
1,14.078970000000002,-90.46177,1990,Guatemala
1,5.55,95.31666700000001,2003,Indonesia
1,39.017833,39.600640999999996,1996,Turkey
1,43.85,18.383333,1994,Bosnia-Herzegovina
1,-9.0,26.0,2014,DR Congo (Zaire)
1,14.166670000000002,-90.46667,1994,Guatemala
1,1.2383680000000001,30.0331,2014,DR Congo (Zaire)
1,43.85,18.383333,1994,Bosnia-Herzegovina
1,1.193597,29.693056,2014,DR Congo (Zaire)
1,43.988889,18.178055999999998,1995,Bosnia-Herzegovina
1,14.816670000000002,-91.13333,1989,Guatemala
1,14.966667000000001,-91.93333299999999,1992,Guatemala
1,4.366667,18.583333,2014,Central African Republic
1,43.85,18.383333,1992,Bosnia-Herzegovina
1,37.75,38.25,1991,Turkey
1,10.18544,-73.93328000000001,1999,Colombia
1,37.935734000000004,42.549274,1989,Turkey
1,37.51393,42.454324,1989,Turkey
1,11.8072,12.4909,2015,Nigeria
1,15.9706,-91.00358100000001,1989,Guatemala
1,-11.07222,-77.47444,1990,Peru
1,15.913664,-90.92833,1990,Guatemala
1,31.776374,64.47874,2011,Afghanistan
1,31.318392,65.95899200000001,2016,Afghanistan
1,14.933329999999998,-91.91667,1989,Guatemala
1,38.459167,40.6475,1991,Turkey
1,37.898333,36.971111,1991,Turkey
1,37.890868,42.526891,1991,Turkey
1,14.940545000000002,-91.858352,1989,Guatemala
1,31.611795,65.705795,2011,Afghanistan
1,44.549167,18.096667,1993,Bosnia-Herzegovina
1,12.779444,45.036667,2016,Yemen (North Yemen)
1,4.0,-72.0,2004,Colombia
1,18.25,45.85,2016,Saudi Arabia
1,37.93,42.270278000000005,1990,Turkey
1,37.449444,42.574444,1990,Turkey
1,37.802222,41.544444,1991,Turkey
1,18.25,45.85,2016,Saudi Arabia
1,32.465816,64.737566,2011,Afghanistan
1,37.749594,37.296223,1991,Turkey
1,38.497541999999996,41.006678,1991,Turkey
1,37.932624,41.940247,1991,Turkey
1,38.977103,41.683007,1991,Turkey
1,37.363056,40.908611,1991,Turkey
1,41.013611,28.955,1991,Turkey
1,41.013611,28.955,1991,Turkey
1,43.85,18.383333,1994,Bosnia-Herzegovina
1,14.866670000000001,-91.93333,1989,Guatemala
1,34.210415000000005,69.180221,2011,Afghanistan
1,7.451314999999999,18.139552,2014,Central African Republic
1,5.695,15.955,2014,Central African Republic
1,32.5,62.5,2011,Afghanistan
1,18.25,45.85,2016,Saudi Arabia
1,4.366667,18.583333,2014,Central African Republic
1,6.483667,17.117596,2014,Central African Republic
1,4.366667,18.583333,2014,Central African Republic
1,34.372601,74.167293,2016,India
1,4.72069,-73.96925999999999,1994,Colombia
1,37.93,42.270278000000005,1989,Turkey
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,14.966667000000001,-91.93333299999999,1991,Guatemala
1,43.85,18.383333,1994,Bosnia-Herzegovina
1,14.966667000000001,-91.93333299999999,1991,Guatemala
1,6.547411,16.049459,2014,Central African Republic
1,43.85,18.383333,1995,Bosnia-Herzegovina
1,15.02339,-92.03178,1991,Guatemala
1,37.93,42.270278000000005,1989,Turkey
1,38.977103,41.683007,1991,Turkey
1,43.343333,17.808056,1993,Bosnia-Herzegovina
1,38.342005,42.391341,1991,Turkey
1,43.660278000000005,17.761667000000003,1993,Bosnia-Herzegovina
1,14.933333,-91.866667,1990,Guatemala
1,31.8768,64.7386,2011,Afghanistan
1,38.002933,43.052434000000005,1990,Turkey
1,14.93154,-92.00392,1990,Guatemala
